# VSS hardware run — 2026-04-20T12:59:15
# mu=0.001  mu_omega=0.0  control_fs=800.0  log_hz=100.0
# cancel_dur=240.0s  actual_dur=240.01s  n_samples=24001
# F_init_hz=[8.499999966281907]  max_amp_per_tone=9.0mm  max_total_amp=60.0mm
# dir_invert=True  simulate=False
# NOTE: C_mm, S_mm, f_hz, A_mm are tone 1 only
t_s,e_m_s2,C_mm,S_mm,f_hz,A_mm
111.749190,-0.217747,1.664254,-1.403858,8.509306,2.177282
111.763625,0.155533,1.664102,-1.403897,8.509306,2.177191
111.771165,0.155533,1.663001,-1.403349,8.509306,2.175997
111.779189,-0.330210,1.665125,-1.403081,8.509306,2.177448
111.789189,-0.263210,1.666957,-1.401840,8.509306,2.178050
111.799189,-0.334995,1.667973,-1.399547,8.509306,2.177353
111.812200,0.026321,1.668063,-1.399034,8.509306,2.177093
111.819725,0.306281,1.669511,-1.400976,8.509306,2.179449
111.829189,0.232104,1.671392,-1.401801,8.509306,2.181421
111.839189,-0.172283,1.671254,-1.402024,8.509306,2.181459
111.849190,-0.392423,1.669407,-1.403640,8.509306,2.181083
111.863621,-0.394816,1.668304,-1.406553,8.509306,2.182116
111.871156,-0.021535,1.668334,-1.406721,8.509306,2.182246
111.879189,0.066999,1.668126,-1.406545,8.509306,2.181975
111.889189,-0.504886,1.669862,-1.406817,8.509306,2.183477
111.899190,-0.110070,1.672285,-1.406526,8.509306,2.185144
111.913393,-0.205783,1.673172,-1.405646,8.509306,2.185257
111.920921,-0.232104,1.673694,-1.403913,8.509306,2.184542
111.929189,0.318245,1.674059,-1.404175,8.509306,2.184990
111.939189,0.279960,1.675697,-1.405881,8.509306,2.187341
111.949190,-0.155533,1.676111,-1.406233,8.509306,2.187885
111.964143,-0.172283,1.674866,-1.406589,8.509306,2.187160
111.971712,-0.272782,1.673458,-1.408092,8.509306,2.187049
111.979241,-0.203390,1.672994,-1.409917,8.509306,2.187869
111.989189,0.047856,1.673134,-1.410780,8.509306,2.188534
111.999189,-0.179462,1.673428,-1.410892,8.509306,2.188830
112.014360,-0.275175,1.675107,-1.411176,8.532954,2.190297
112.022105,-0.294317,1.677281,-1.410402,8.532954,2.191462
112.029733,-0.244068,1.678664,-1.408784,8.532954,2.191480
112.039189,0.064606,1.678977,-1.407803,8.532954,2.191089
112.049189,0.320638,1.679445,-1.408706,8.532954,2.192028
112.064243,0.009571,1.680894,-1.409980,8.532954,2.193958
112.072230,-0.098106,1.680328,-1.409955,8.532954,2.193508
112.079744,-0.332602,1.679032,-1.410655,8.532954,2.192965
112.089189,-0.296710,1.677535,-1.412730,8.532954,2.193155
112.099189,-0.153141,1.677306,-1.414783,8.532954,2.194303
112.109192,0.100499,1.677528,-1.415469,8.532954,2.194915
112.123742,-0.294317,1.678913,-1.416191,8.532954,2.196439
112.131335,-0.251246,1.681066,-1.416312,8.532954,2.198163
112.139189,-0.124427,1.682723,-1.415460,8.532954,2.198883
112.149189,-0.124427,1.683232,-1.414619,8.532954,2.198731
112.159191,0.196211,1.683312,-1.413947,8.532954,2.198360
112.169679,0.107677,1.683976,-1.415155,8.532954,2.199645
112.179189,0.021535,1.684637,-1.415545,8.532954,2.200402
112.189190,-0.282353,1.684514,-1.415619,8.532954,2.200356
112.199189,-0.282353,1.682630,-1.416816,8.532954,2.199684
112.209190,-0.284746,1.681613,-1.418825,8.532954,2.200201
112.223076,0.035892,1.681514,-1.419741,8.532954,2.200717
112.230604,-0.107677,1.681459,-1.419604,8.532954,2.200586
112.239189,-0.107677,1.682233,-1.419960,8.532954,2.201407
112.249189,-0.186640,1.683700,-1.419805,8.532954,2.202429
112.259189,-0.342174,1.685868,-1.418187,8.532954,2.203045
112.275051,0.299103,1.686232,-1.418012,8.532954,2.203210
112.282587,0.217747,1.686494,-1.420120,8.532954,2.204768
112.290112,0.217747,1.687575,-1.421460,8.532954,2.206458
112.299189,0.267996,1.689561,-1.422198,8.532954,2.208453
112.309189,-0.167498,1.688693,-1.422459,8.532954,2.207957
112.323097,-0.916451,1.685306,-1.425720,8.532954,2.207472
112.330623,-0.916451,1.683038,-1.432602,8.532954,2.210196
112.339189,0.256032,1.682601,-1.430625,8.532954,2.208582
112.349189,0.303888,1.680980,-1.428916,8.532954,2.206240
112.359189,-0.241675,1.682341,-1.429176,8.532954,2.207446
112.374589,-0.315853,1.684347,-1.428631,8.532954,2.208622
112.382182,-0.282353,1.686084,-1.426883,8.532954,2.208817
112.389710,-0.282353,1.686621,-1.424716,8.532954,2.207829
112.399189,0.174676,1.686936,-1.425129,8.532954,2.208335
112.409193,0.478565,1.689369,-1.427193,8.532954,2.211526
112.419191,0.026321,1.690403,-1.427593,8.532954,2.212574
112.433184,-0.653241,1.688979,-1.428210,8.532954,2.211884
112.440730,-0.653241,1.685636,-1.432147,8.532954,2.211880
112.449189,-0.425922,1.684910,-1.435891,8.532954,2.213754
112.459191,0.098106,1.684944,-1.436705,8.532954,2.214308
112.469189,-0.019143,1.684827,-1.436539,8.532954,2.214111
112.483286,-0.009571,1.684911,-1.436552,8.532954,2.214183
112.490867,-0.177069,1.686197,-1.435999,8.532954,2.214804
112.499189,-0.535992,1.687921,-1.433324,8.532954,2.214383
112.509193,-0.057428,1.688331,-1.431486,8.532954,2.213507
112.519189,0.313460,1.689092,-1.432656,8.532954,2.214844
112.533248,0.222533,1.690615,-1.433703,8.532954,2.216683
112.540794,0.076570,1.691359,-1.433778,8.532954,2.217299
112.549189,-0.342174,1.690532,-1.434462,8.532954,2.217110
112.559189,-0.430708,1.688966,-1.437086,8.532954,2.217616
112.569189,-0.294317,1.688844,-1.439950,8.532954,2.219380
112.583532,0.074178,1.688783,-1.440140,8.532954,2.219458
112.591061,-0.095713,1.689317,-1.440398,8.532954,2.220031
112.599188,-0.162712,1.690338,-1.440341,8.532954,2.220771
112.609190,-0.303888,1.691747,-1.439382,8.532954,2.221222
112.619189,-0.267996,1.692820,-1.437351,8.532954,2.220724
112.631542,0.110070,1.692994,-1.437094,8.532954,2.220691
112.639189,0.440279,1.694358,-1.438798,8.532954,2.222833
112.649189,-0.038285,1.696126,-1.439896,8.532954,2.224891
112.659189,-0.157926,1.695478,-1.440018,8.532954,2.224477
112.669189,-0.291924,1.694191,-1.441043,8.532954,2.224160
112.683377,-0.504886,1.693060,-1.443985,8.532954,2.225207
112.690926,-0.100499,1.693124,-1.445983,8.532954,2.226553
112.699189,0.038285,1.693405,-1.446428,8.532954,2.227055
112.709189,-0.064606,1.693326,-1.446353,8.532954,2.226946
112.719189,-0.193819,1.694069,-1.446172,8.532954,2.227394
112.735727,-0.854238,1.696503,-1.443659,8.532954,2.227616
112.743301,0.253639,1.696975,-1.443646,8.532954,2.227967
112.750991,0.416351,1.697608,-1.446219,8.532954,2.230117
112.759189,0.385244,1.699813,-1.448622,8.532954,2.233354
112.769190,-0.055035,1.702292,-1.449468,8.532954,2.235790
112.784518,-0.323031,1.701387,-1.449806,8.532954,2.235320
112.792078,-0.579063,1.698954,-1.452416,8.532954,2.235164
112.799609,-0.200997,1.697849,-1.456095,8.532954,2.236717
112.809189,0.107677,1.698141,-1.457352,8.532954,2.237758
112.819189,0.057428,1.697563,-1.456796,8.532954,2.236957
112.835392,-0.210568,1.697387,-1.456694,8.532954,2.236757
112.843059,-0.368495,1.699532,-1.455891,8.532954,2.237863
112.850605,-0.289532,1.701361,-1.453826,8.532954,2.237909
112.859189,-0.289532,1.701764,-1.451572,8.532954,2.236753
112.869190,0.110070,1.702070,-1.452387,8.532954,2.237515
112.879353,0.380459,1.704417,-1.454268,8.532954,2.240521
112.892268,-0.251246,1.704301,-1.454445,8.532954,2.240548
112.899794,-0.251246,1.702469,-1.455212,8.532954,2.239653
112.909189,-0.394816,1.700610,-1.457720,8.532954,2.239871
112.919189,-0.358923,1.700322,-1.460543,8.532954,2.241490
112.929190,-0.124427,1.700782,-1.461665,8.532954,2.242571
112.941881,-0.133998,1.700594,-1.461480,8.532954,2.242308
112.949452,-0.133998,1.701651,-1.461548,8.532954,2.243154
112.959189,-0.105284,1.702421,-1.461163,8.532954,2.243487
112.969189,-0.404387,1.703912,-1.458668,8.532954,2.242996
112.979189,-0.177069,1.704008,-1.457049,8.532954,2.242016
112.992756,0.078963,1.704822,-1.458470,8.532954,2.243558
113.000284,0.078963,1.705362,-1.458783,8.532954,2.244172
113.009192,0.090927,1.706069,-1.458772,8.564503,2.244702
113.019189,-0.323031,1.704669,-1.459824,8.564503,2.244322
113.029190,-0.220140,1.703731,-1.461524,8.564503,2.244716
113.042650,0.064606,1.703846,-1.464128,8.564503,2.246500
113.050198,0.064606,1.703561,-1.463704,8.564503,2.246007
113.059189,-0.083749,1.703922,-1.463809,8.564503,2.246349
113.069189,-0.189033,1.705200,-1.463640,8.564503,2.247209
113.079189,-0.258425,1.706657,-1.462519,8.564503,2.247585
113.093814,-0.052642,1.707298,-1.461172,8.564503,2.247196
113.101352,-0.052642,1.707239,-1.460760,8.564503,2.246883
113.109190,0.332602,1.708538,-1.462120,8.564503,2.248755
113.119189,0.098106,1.709876,-1.462737,8.564503,2.250172
113.129192,-0.074178,1.709815,-1.462837,8.564503,2.250191
113.145186,-0.401994,1.708268,-1.464423,8.564503,2.250048
113.152719,-0.401994,1.707303,-1.467451,8.564503,2.251287
113.160239,-0.090927,1.707464,-1.468462,8.564503,2.252069
113.169189,-0.150748,1.708150,-1.469127,8.564503,2.253023
113.179192,-0.110070,1.709139,-1.469418,8.564503,2.253963
113.194900,-0.138784,1.709996,-1.469172,8.564503,2.254452
113.202486,-0.138784,1.710751,-1.468377,8.564503,2.254507
113.210087,-0.229711,1.711076,-1.466771,8.564503,2.253708
113.219189,0.265603,1.711372,-1.466824,8.564503,2.253967
113.229192,0.220140,1.712804,-1.468103,8.564503,2.255886
113.243998,-0.035892,1.713750,-1.468403,8.564503,2.256800
113.251665,-0.248854,1.712120,-1.469070,8.564503,2.255997
113.259242,-0.296710,1.710797,-1.470772,8.564503,2.256102
113.269190,-0.229711,1.710475,-1.472896,8.564503,2.257244
113.279192,-0.105284,1.710987,-1.474253,8.564503,2.258517
113.289192,-0.157926,1.711801,-1.474813,8.564503,2.259499
113.302080,-0.064606,1.712488,-1.474913,8.564503,2.260085
113.309608,-0.215354,1.713451,-1.474362,8.564503,2.260455
113.319189,-0.129212,1.714327,-1.473103,8.564503,2.260299
113.329188,0.000000,1.714415,-1.472337,8.564503,2.259867
113.339194,0.227318,1.714706,-1.472687,8.564503,2.260315
113.353251,-0.119641,1.714143,-1.472443,8.564503,2.259728
113.360791,0.004786,1.713689,-1.472374,8.564503,2.259340
113.369190,-0.215354,1.713395,-1.472651,8.564503,2.259297
113.379188,-0.354138,1.712500,-1.474411,8.564503,2.259767
113.389188,-0.131605,1.712505,-1.476777,8.564503,2.261315
113.402627,0.200997,1.712034,-1.476360,8.564503,2.260685
113.410157,-0.445065,1.712463,-1.476209,8.564503,2.260912
113.419189,-0.301496,1.715833,-1.475961,8.564503,2.263304
113.429189,-0.167498,1.717683,-1.474675,8.564503,2.263868
113.439189,-0.117248,1.718204,-1.473510,8.564503,2.263505
113.453245,0.172283,1.718412,-1.473995,8.564503,2.263979
113.460782,0.277567,1.719413,-1.475203,8.564503,2.265525
113.469189,-0.033500,1.721152,-1.475950,8.564503,2.267332
113.479189,-0.033500,1.720891,-1.475995,8.564503,2.267163
113.489189,-0.272782,1.719253,-1.477399,8.564503,2.266835
113.504916,-0.411565,1.718585,-1.479738,8.564503,2.267854
113.512588,-0.011964,1.718830,-1.481807,8.564503,2.269389
113.520146,-0.143569,1.719004,-1.481948,8.564503,2.269614
113.529194,-0.143569,1.720095,-1.482263,8.564503,2.270645
113.539190,-0.260818,1.722089,-1.481737,8.564503,2.271813
113.555283,0.021535,1.722802,-1.481165,8.564503,2.271981
113.562822,-0.102891,1.722788,-1.480959,8.564503,2.271835
113.570350,-0.102891,1.722546,-1.480182,8.564503,2.271146
113.579189,0.356531,1.724644,-1.482065,8.564503,2.273964
113.589189,-0.009571,1.724902,-1.482202,8.564503,2.274250
113.605145,-0.267996,1.723769,-1.482673,8.564503,2.273698
113.612792,-0.325424,1.722371,-1.484411,8.564503,2.273772
113.620313,-0.325424,1.721987,-1.486955,8.564503,2.275143
113.629189,-0.189033,1.722573,-1.488473,8.564503,2.276579
113.639192,-0.002393,1.722836,-1.488764,8.564503,2.276968
113.649201,-0.200997,1.724038,-1.488812,8.564503,2.277908
113.659190,-0.385244,1.726803,-1.487537,8.564503,2.279170
113.669189,-0.133998,1.727763,-1.486314,8.564503,2.279100
113.679189,-0.126820,1.727830,-1.485300,8.564503,2.278489
113.689189,0.299103,1.728682,-1.486582,8.564503,2.279971
113.699189,0.189033,1.730110,-1.487524,8.564503,2.281668
113.711962,0.026321,1.730318,-1.487528,8.564503,2.281828
113.719514,-0.256032,1.728832,-1.488453,8.564503,2.281305
113.729189,-0.382852,1.727584,-1.490794,8.564503,2.281888
113.739188,-0.313460,1.727615,-1.493477,8.564503,2.283665
113.749190,0.081356,1.727727,-1.494025,8.564503,2.284108
113.762324,0.028714,1.727484,-1.493888,8.564503,2.283835
113.769866,-0.440279,1.730494,-1.493573,8.564503,2.285907
113.779188,-0.495314,1.733563,-1.491412,8.564503,2.286821
113.789189,-0.133998,1.734607,-1.489551,8.564503,2.286400
113.799190,0.114855,1.734731,-1.489461,8.564503,2.286435
113.812958,0.622134,1.737267,-1.492463,8.564503,2.290315
113.820503,0.303888,1.739755,-1.493545,8.564503,2.292907
113.829189,-0.394816,1.739458,-1.493970,8.564503,2.292959
113.839189,-0.430708,1.736961,-1.496070,8.564503,2.292435
113.849190,-0.380459,1.735868,-1.499085,8.564503,2.293576
113.863769,0.009571,1.735889,-1.500178,8.564503,2.294307
113.871308,0.059821,1.735595,-1.499872,8.564503,2.293885
113.879189,-0.112463,1.735821,-1.499845,8.564503,2.294038
113.889189,-0.468993,1.737663,-1.499205,8.564503,2.295014
113.899190,-0.435494,1.740239,-1.496678,8.564503,2.295316
113.909483,-0.055035,1.741003,-1.494480,8.564503,2.294463
113.922473,-0.033500,1.740927,-1.494204,8.564503,2.294226
113.930024,0.655633,1.742982,-1.495604,8.564503,2.296697
113.939189,0.045464,1.746227,-1.496603,8.564503,2.299810
113.949189,-0.119641,1.746132,-1.496723,8.564503,2.299817
113.959189,-0.504886,1.745150,-1.498120,8.564503,2.299981
113.969190,-0.445065,1.744490,-1.501937,8.564503,2.301969
113.984147,0.299103,1.743731,-1.500473,8.564503,2.300438
113.991768,-0.098106,1.743538,-1.500072,8.564503,2.300031
113.999287,-0.366102,1.744842,-1.500123,8.564503,2.301052
114.009189,-0.246461,1.747295,-1.499091,8.514503,2.302241
114.019189,-0.378066,1.748534,-1.497265,8.514503,2.301993
114.033370,-0.150748,1.748762,-1.495641,8.514503,2.301111
114.040906,0.641276,1.749617,-1.496503,8.514503,2.302321
114.049189,0.275175,1.753499,-1.499179,8.514503,2.307010
114.059189,-0.110070,1.755293,-1.499359,8.514503,2.308491
114.069190,-0.390030,1.754312,-1.499948,8.514503,2.308128
114.083005,-0.583849,1.752276,-1.503443,8.514503,2.308855
114.090530,-0.078963,1.752015,-1.507067,8.514503,2.311019
114.099189,0.117248,1.752191,-1.507466,8.514503,2.311412
114.109189,0.117248,1.751385,-1.507007,8.514503,2.310502
114.119189,-0.062213,1.751877,-1.506999,8.514503,2.310869
114.133498,-0.404387,1.754441,-1.505390,8.514503,2.311766
114.141093,-0.145962,1.755782,-1.503055,8.514503,2.311265
114.149189,-0.145962,1.755723,-1.501902,8.514503,2.310470
114.159189,0.256032,1.756843,-1.503588,8.514503,2.312418
114.169191,0.382852,1.759570,-1.504902,8.514503,2.315344
114.184134,-0.078963,1.760116,-1.504972,8.514503,2.315804
114.191709,-0.658026,1.758819,-1.506183,8.514503,2.315606
114.199244,-0.658026,1.756723,-1.510944,8.514503,2.317116
114.209190,-0.480957,1.757158,-1.514895,8.514503,2.320025
114.219189,-0.007178,1.757387,-1.515373,8.514503,2.320509
114.233950,-0.528814,1.758214,-1.515470,8.514503,2.321200
114.241523,-0.098106,1.761947,-1.514991,8.514503,2.323716
114.249190,-0.098106,1.762546,-1.514498,8.514503,2.323848
114.259189,-0.234497,1.763101,-1.512868,8.514503,2.323207
114.269190,0.014357,1.763133,-1.512731,8.514503,2.323143
114.284092,0.624527,1.764631,-1.514146,8.514503,2.325201
114.292322,-0.191426,1.768517,-1.515599,8.514503,2.329097
114.299865,-0.191426,1.767041,-1.515933,8.514503,2.328194
114.309189,-0.320638,1.765418,-1.517539,8.514503,2.328009
114.319189,-0.461815,1.764545,-1.520799,8.514503,2.329474
114.329350,-0.370888,1.765300,-1.523817,8.514503,2.332017
114.343489,0.055035,1.765904,-1.524475,8.514503,2.332904
114.351027,0.055035,1.765482,-1.524370,8.514503,2.332516
114.359189,-0.244068,1.766735,-1.523871,8.514503,2.333138
114.369189,-0.282353,1.768157,-1.522300,8.514503,2.333190
114.379189,-0.284746,1.768624,-1.520104,8.514503,2.332112
114.393878,0.452243,1.769006,-1.520704,8.514503,2.332794
114.401437,0.452243,1.771716,-1.523037,8.514503,2.336369
114.409190,0.110070,1.773209,-1.523441,8.514503,2.337764
114.419189,-0.083749,1.773159,-1.523563,8.514503,2.337806
114.429190,-0.267996,1.772245,-1.524848,8.514503,2.337951
114.444842,-0.136391,1.771822,-1.527845,8.514503,2.339586
114.452385,-0.136391,1.772235,-1.528841,8.514503,2.340549
114.459936,-0.050249,1.772668,-1.529207,8.514503,2.341116
114.469189,-0.198604,1.773654,-1.529234,8.514503,2.341881
114.479191,-0.215354,1.775140,-1.528548,8.514503,2.342558
114.493576,-0.248854,1.776194,-1.527005,8.514503,2.342351
114.501109,-0.289532,1.776349,-1.524761,8.514503,2.341007
114.509190,0.330210,1.776716,-1.524758,8.514503,2.341283
114.519189,0.256032,1.778704,-1.526088,8.514503,2.343658
114.529196,0.016750,1.780016,-1.526259,8.514503,2.344765
114.543472,-0.153141,1.779585,-1.526595,8.514503,2.344656
114.551027,-0.330210,1.778481,-1.528573,8.514503,2.345108
114.559189,-0.409173,1.778506,-1.531417,8.514503,2.346982
114.569189,-0.066999,1.779484,-1.533422,8.514503,2.349031
114.579189,-0.102891,1.780048,-1.533715,8.514503,2.349650
114.593780,-0.191426,1.781122,-1.533639,8.514503,2.350414
114.601658,-0.040678,1.781810,-1.533293,8.514503,2.350709
114.609204,-0.361316,1.782244,-1.532090,8.514503,2.350254
114.619189,-0.014357,1.782244,-1.529909,8.514503,2.348833
114.629190,0.189033,1.782472,-1.530098,8.514503,2.349129
114.645636,0.232104,1.783909,-1.530752,8.514503,2.350645
114.653188,-0.172283,1.783357,-1.530968,8.514503,2.350367
114.660710,-0.145962,1.782334,-1.531700,8.514503,2.350068
114.669190,-0.442672,1.781831,-1.533054,8.514503,2.350570
114.679189,-0.124427,1.782177,-1.536226,8.514503,2.352901
114.696195,-0.076570,1.782747,-1.536970,8.514503,2.353819
114.703824,-0.086142,1.783367,-1.537205,8.514503,2.354442
114.711407,-0.351745,1.784790,-1.536833,8.514503,2.355277
114.719190,-0.143569,1.786792,-1.535207,8.514503,2.355735
114.729195,-0.129212,1.787164,-1.534150,8.514503,2.355328
114.739524,0.205783,1.787102,-1.533452,8.514503,2.354827
114.754070,0.155533,1.788008,-1.534492,8.514503,2.356191
114.761623,0.098106,1.789012,-1.534833,8.514503,2.357175
114.769190,0.098106,1.789766,-1.534653,8.514503,2.357631
114.779188,-0.155533,1.788882,-1.535508,8.514503,2.357517
114.789189,-0.373280,1.788104,-1.538355,8.514503,2.358782
114.803432,-0.196211,1.788542,-1.540050,8.514503,2.360220
114.810979,-0.016750,1.789504,-1.541036,8.514503,2.361592
114.819190,-0.016750,1.789633,-1.541066,8.514503,2.361709
114.829188,-0.394816,1.792613,-1.540137,8.514503,2.363363
114.839190,-0.198604,1.793826,-1.538859,8.514503,2.363451
114.851043,0.043071,1.794144,-1.537561,8.514503,2.362847
114.859189,0.043071,1.794256,-1.537883,8.514503,2.363142
114.869189,0.294317,1.795888,-1.539179,8.514503,2.365224
114.879189,0.279960,1.798084,-1.539547,8.514503,2.367131
114.889190,-0.200997,1.797080,-1.540057,8.514503,2.366700
114.903600,-0.342174,1.796256,-1.541222,8.514503,2.366833
114.911130,-0.342174,1.795905,-1.543904,8.514503,2.368315
114.919190,-0.330210,1.796933,-1.546304,8.514503,2.370659
114.929190,-0.102891,1.797896,-1.547120,8.514503,2.371921
114.939189,-0.291924,1.799832,-1.547231,8.514503,2.373461
114.954801,-0.220140,1.801619,-1.546426,8.514503,2.374293
114.962363,-0.220140,1.802597,-1.544987,8.514503,2.374098
114.969911,-0.019143,1.802607,-1.544836,8.514503,2.374007
114.979189,-0.143569,1.802157,-1.544065,8.514503,2.373163
114.989191,0.404387,1.803638,-1.544676,8.514503,2.374686
115.005391,-0.004786,1.805094,-1.544920,8.541569,2.375951
115.013063,-0.004786,1.805061,-1.544939,8.541569,2.375938
115.020668,-0.215354,1.804207,-1.546412,8.541569,2.376247
115.029190,-0.394816,1.804325,-1.549002,8.541569,2.378024
115.039191,-0.229711,1.805455,-1.551011,8.541569,2.380190
115.055335,0.007178,1.806909,-1.551836,8.541569,2.381830
115.062922,0.007178,1.806853,-1.551839,8.541569,2.381789
115.070463,-0.153141,1.807710,-1.551224,8.541569,2.382039
115.079189,-0.212961,1.808307,-1.549905,8.541569,2.381634
115.089190,-0.143569,1.808218,-1.548498,8.541569,2.380650
115.099189,0.143569,1.808342,-1.548408,8.541569,2.380686
115.113724,0.229711,1.810009,-1.549128,8.541569,2.382421
115.121254,0.035892,1.810483,-1.549112,8.541569,2.382771
115.129189,-0.059821,1.810440,-1.549211,8.541569,2.382802
115.139189,-0.299103,1.810048,-1.550580,8.541569,2.383395
115.149190,-0.366102,1.810510,-1.553101,8.541569,2.385387
115.163747,-0.141177,1.811335,-1.554152,8.541569,2.386697
115.171271,-0.394816,1.813852,-1.554904,8.541569,2.389097
115.179189,0.083749,1.815572,-1.554787,8.541569,2.390327
115.189189,-0.122034,1.815462,-1.554748,8.541569,2.390219
115.199189,-0.193819,1.815765,-1.553610,8.541569,2.389708
115.213010,-0.227318,1.815329,-1.551934,8.541569,2.388288
115.220537,0.351745,1.816289,-1.552488,8.541569,2.389378
115.229189,-0.007178,1.818267,-1.553143,8.541569,2.391307
115.239189,-0.014357,1.818200,-1.553166,8.541569,2.391270
115.249190,-0.102891,1.818030,-1.553400,8.541569,2.391294
115.262149,-0.050249,1.817889,-1.553935,8.541569,2.391534
115.269672,-0.433101,1.818558,-1.555322,8.541569,2.392944
115.279189,-0.179462,1.820714,-1.557304,8.541569,2.395871
115.289189,-0.406780,1.822566,-1.557534,8.541569,2.397428
115.299189,0.016750,1.824856,-1.556842,8.541569,2.398720
115.314345,-0.349352,1.825519,-1.555690,8.541569,2.398477
115.321884,0.002393,1.825887,-1.554355,8.541569,2.397892
115.329405,0.122034,1.826030,-1.554570,8.541569,2.398140
115.339189,0.193819,1.826876,-1.555166,8.541569,2.399170
115.349189,0.117248,1.828326,-1.555320,8.541569,2.400374
115.365897,-0.210568,1.828359,-1.555486,8.541569,2.400507
115.373438,-0.224925,1.827397,-1.556931,8.541569,2.400711
115.380959,-0.193819,1.827291,-1.558645,8.541569,2.401743
115.389189,-0.193819,1.828002,-1.560003,8.541569,2.403164
115.399189,-0.165105,1.829113,-1.560687,8.541569,2.404454
115.415501,-0.265603,1.830943,-1.560697,8.541569,2.405853
115.423109,-0.325424,1.832953,-1.559505,8.541569,2.406610
115.430633,-0.062213,1.834142,-1.557517,8.541569,2.406229
115.439189,-0.062213,1.834131,-1.557025,8.541569,2.405901
115.449189,0.088534,1.834503,-1.557618,8.541569,2.406569
115.459191,0.287139,1.836523,-1.558653,8.541569,2.408779
115.474264,-0.191426,1.836344,-1.558862,8.541569,2.408778
115.481818,-0.303888,1.834938,-1.559878,8.541569,2.408364
115.489367,-0.303888,1.833928,-1.562058,8.541569,2.409007
115.499188,-0.272782,1.834144,-1.564234,8.541569,2.410583
115.509189,-0.040678,1.834428,-1.564705,8.541569,2.411105
115.523542,-0.318245,1.835927,-1.565212,8.541569,2.412575
115.531287,-0.318245,1.838418,-1.564856,8.541569,2.414241
115.539189,-0.337388,1.840495,-1.563182,8.541569,2.414738
115.549189,-0.160319,1.841123,-1.561694,8.541569,2.414254
115.559189,-0.066999,1.841032,-1.560986,8.541569,2.413727
115.573520,0.301496,1.842047,-1.561926,8.541569,2.415109
115.581098,0.301496,1.844312,-1.562667,8.541569,2.417316
115.589197,-0.009571,1.844550,-1.562689,8.541569,2.417511
115.599188,-0.241675,1.843555,-1.563756,8.541569,2.417442
115.609190,-0.224925,1.843053,-1.565496,8.541569,2.418186
115.623674,-0.270389,1.843441,-1.566958,8.541569,2.419428
115.631209,-0.270389,1.844969,-1.568453,8.541569,2.421561
115.639189,0.011964,1.845388,-1.568671,8.541569,2.422021
115.649189,-0.559920,1.847920,-1.567592,8.541569,2.423253
115.659190,-0.167498,1.849732,-1.565882,8.541569,2.423529
115.673689,-0.205783,1.850012,-1.564394,8.541569,2.422782
115.681212,0.423530,1.851122,-1.567553,8.541569,2.425670
115.689189,0.066999,1.851973,-1.568450,8.541569,2.426899
115.699189,-0.002393,1.852151,-1.568514,8.541569,2.427076
115.709190,0.033500,1.852258,-1.568450,8.541569,2.427117
115.725386,-0.430708,1.851670,-1.569565,8.541569,2.427389
115.732949,-0.430708,1.851262,-1.572946,8.541569,2.429265
115.740469,0.162712,1.850848,-1.572353,8.541569,2.428566
115.749191,-0.026321,1.850467,-1.571958,8.541569,2.428020
115.759190,-0.370888,1.852047,-1.571902,8.541569,2.429188
115.769660,-0.476172,1.855029,-1.570378,8.541569,2.430477
115.784071,0.004786,1.855008,-1.570410,8.541569,2.430482
115.791596,-0.138784,1.855015,-1.569451,8.541569,2.429868
115.799190,0.045464,1.854926,-1.569080,8.541569,2.429560
115.809188,0.227318,1.855742,-1.569462,8.541569,2.430430
115.819190,-0.076570,1.856641,-1.569616,8.541569,2.431216
115.836436,-0.339781,1.855961,-1.570084,8.541569,2.430999
115.844239,-0.339781,1.854674,-1.572442,8.541569,2.431540
115.851789,-0.117248,1.854635,-1.573807,8.541569,2.432394
115.859315,-0.064606,1.855032,-1.574469,8.541569,2.433125
115.869190,-0.038285,1.855438,-1.574683,8.541569,2.433573
115.879191,-0.545564,1.856715,-1.574382,8.541569,2.434352
115.895294,-0.358923,1.859697,-1.572407,8.541569,2.435352
115.902834,-0.148355,1.860423,-1.570995,8.541569,2.434994
115.910381,0.208176,1.860639,-1.571208,8.541569,2.435297
115.919189,0.189033,1.861609,-1.572491,8.541569,2.436866
115.929190,0.083749,1.862788,-1.573010,8.541569,2.438102
115.944883,-0.062213,1.863169,-1.573010,8.541569,2.438393
115.952445,-0.210568,1.862271,-1.573849,8.541569,2.438248
115.959971,-0.189033,1.861718,-1.575374,8.541569,2.438811
115.969189,-0.169890,1.861998,-1.576823,8.541569,2.439960
115.979189,0.052642,1.862711,-1.577697,8.541569,2.441069
115.990557,-0.373280,1.862739,-1.577602,8.541569,2.441029
115.999189,-0.390030,1.865625,-1.576913,8.541569,2.442787
116.009190,-0.177069,1.867726,-1.574948,8.491569,2.443125
116.019189,-0.177069,1.868097,-1.573597,8.491569,2.442539
116.029189,-0.074178,1.867943,-1.573031,8.491569,2.442056
116.039192,0.189033,1.869014,-1.574074,8.491569,2.443547
116.050135,-0.023928,1.870942,-1.574617,8.491569,2.445371
116.059188,-0.023928,1.870761,-1.574672,8.491569,2.445268
116.069189,-0.172283,1.869840,-1.575676,8.491569,2.445211
116.079189,-0.196211,1.869519,-1.577194,8.491569,2.445944
