# VSS hardware run — 2026-04-20T12:59:15
# mu=0.001  mu_omega=0.0  control_fs=800.0  log_hz=100.0
# cancel_dur=240.0s  actual_dur=240.01s  n_samples=24001
# F_init_hz=[8.499999966281907]  max_amp_per_tone=9.0mm  max_total_amp=60.0mm
# dir_invert=True  simulate=False
# NOTE: C_mm, S_mm, f_hz, A_mm are tone 1 only
t_s,e_m_s2,C_mm,S_mm,f_hz,A_mm
80.149189,0.277567,0.006768,-1.028087,8.515260,1.028109
80.159189,-0.301496,0.006997,-1.028313,8.515260,1.028337
80.169190,-0.366102,0.007170,-1.030882,8.515260,1.030907
80.181676,-0.344566,0.008735,-1.033241,8.515260,1.033278
80.189244,0.155533,0.009295,-1.033803,8.515260,1.033845
80.199189,-0.045464,0.008652,-1.033760,8.515260,1.033796
80.209191,-0.131605,0.009125,-1.033366,8.515260,1.033407
80.219189,-0.533599,0.009834,-1.031245,8.515260,1.031291
80.229201,-0.306281,0.009510,-1.027710,8.515260,1.027754
80.239686,-0.212961,0.008294,-1.026056,8.515260,1.026089
80.249189,0.325424,0.007788,-1.025625,8.515260,1.025654
80.259189,0.287139,0.010257,-1.025248,8.515260,1.025299
80.269188,0.047856,0.011705,-1.024171,8.515260,1.024238
80.279189,-0.291924,0.011736,-1.024487,8.515260,1.024554
80.289910,-0.198604,0.012077,-1.026491,8.515260,1.026562
80.299189,-0.373280,0.013400,-1.027874,8.515260,1.027961
80.309189,-0.007178,0.015484,-1.028692,8.515260,1.028809
80.319189,0.081356,0.015378,-1.028753,8.515260,1.028868
80.329189,-0.265603,0.015102,-1.028905,8.515260,1.029016
80.340087,-0.423530,0.015694,-1.026569,8.515260,1.026689
80.349189,-0.272782,0.014904,-1.023466,8.515260,1.023575
80.359189,0.124427,0.013704,-1.022161,8.515260,1.022253
80.369189,0.260818,0.014796,-1.022396,8.515260,1.022503
80.379189,0.267996,0.016775,-1.021794,8.515260,1.021931
80.392136,-0.256032,0.017667,-1.021129,8.515260,1.021282
80.399715,-0.320638,0.017255,-1.023175,8.515260,1.023320
80.409190,-0.320638,0.018074,-1.025574,8.515260,1.025733
80.419189,-0.435494,0.020692,-1.027810,8.515260,1.028018
80.429192,-0.081356,0.021326,-1.027920,8.515260,1.028141
80.439281,0.069392,0.020813,-1.028115,8.515260,1.028326
80.450824,-0.380459,0.021071,-1.027657,8.515260,1.027873
80.459189,-0.380459,0.021483,-1.024677,8.515260,1.024902
80.469189,-0.373280,0.020341,-1.021956,8.515260,1.022158
80.479188,-0.143569,0.019429,-1.021280,8.515260,1.021464
80.489190,0.083749,0.020088,-1.021348,8.515260,1.021545
80.499189,0.363709,0.022425,-1.020199,8.515260,1.020446
80.509190,0.145962,0.023242,-1.019104,8.515260,1.019369
80.519189,-0.200997,0.023236,-1.020358,8.515260,1.020623
80.529199,-0.313460,0.024324,-1.022463,8.515260,1.022752
80.539189,-0.385244,0.026839,-1.024054,8.515260,1.024405
80.550101,-0.098106,0.027891,-1.024157,8.515260,1.024536
80.559189,0.212961,0.026714,-1.024883,8.515260,1.025231
80.569189,-0.287139,0.027201,-1.023671,8.515260,1.024032
80.579189,-0.413958,0.027152,-1.020646,8.515260,1.021008
80.589194,-0.251246,0.026033,-1.018630,8.515260,1.018963
80.599674,-0.205783,0.024536,-1.017790,8.515260,1.018086
80.609189,0.282353,0.025805,-1.017552,8.515260,1.017879
80.619189,0.454636,0.028512,-1.015739,8.515260,1.016140
80.629189,-0.050249,0.028958,-1.015302,8.515260,1.015714
80.639189,-0.265603,0.029158,-1.016970,8.515260,1.017388
80.650304,-0.425922,0.030866,-1.019308,8.515260,1.019775
80.659189,-0.126820,0.032516,-1.020234,8.515260,1.020752
80.669189,0.035892,0.032720,-1.020294,8.515260,1.020819
80.679189,-0.059821,0.032844,-1.020143,8.515260,1.020671
80.689189,-0.308674,0.033391,-1.018522,8.515260,1.019070
80.701337,-0.337388,0.033025,-1.015966,8.515260,1.016502
80.709189,-0.507278,0.030683,-1.013129,8.515260,1.013594
80.719189,0.186640,0.030269,-1.012602,8.515260,1.013054
80.729189,0.449851,0.032725,-1.012035,8.515260,1.012564
80.739189,0.267996,0.034947,-1.010267,8.515260,1.010872
80.751327,-0.200997,0.035269,-1.010098,8.515260,1.010713
80.759188,-0.349352,0.035815,-1.012358,8.515260,1.012991
80.769190,-0.516850,0.038191,-1.014825,8.515260,1.015543
80.779189,-0.011964,0.040113,-1.015690,8.515260,1.016482
80.789189,0.157926,0.039574,-1.015915,8.515260,1.016686
80.799360,-0.071785,0.039245,-1.016066,8.515260,1.016824
80.809404,-0.311067,0.039512,-1.014571,8.515260,1.015340
80.819189,-0.363709,0.038780,-1.012061,8.515260,1.012804
80.829189,-0.409173,0.036586,-1.010000,8.515260,1.010662
80.839189,0.313460,0.035594,-1.009401,8.515260,1.010029
80.849190,0.519243,0.038504,-1.008367,8.515260,1.009102
80.859328,0.031107,0.040145,-1.006915,8.515260,1.007715
80.869189,-0.251246,0.040170,-1.007519,8.515260,1.008320
80.879189,-0.528814,0.041243,-1.010116,8.515260,1.010957
80.889189,-0.409173,0.044249,-1.012674,8.515260,1.013641
80.899189,0.038285,0.046550,-1.013222,8.515260,1.014291
80.910101,0.234497,0.045586,-1.013716,8.515260,1.014740
80.919189,-0.198604,0.044834,-1.014405,8.515260,1.015396
80.929189,-0.334995,0.045007,-1.012575,8.515260,1.013575
80.939189,-0.476172,0.043786,-1.009916,8.515260,1.010865
80.949188,-0.057428,0.041495,-1.008059,8.515260,1.008913
80.959993,0.363709,0.042300,-1.007921,8.515260,1.008808
80.969189,0.344566,0.044880,-1.006694,8.515260,1.007694
80.979189,-0.004786,0.046275,-1.004758,8.515260,1.005823
80.989189,-0.370888,0.046338,-1.005156,8.515260,1.006223
80.999189,-0.449851,0.047743,-1.007817,8.515260,1.008947
81.012652,-0.445065,0.050747,-1.009687,8.509855,1.010961
81.020205,0.318245,0.052763,-1.010034,8.509855,1.011411
81.029190,-0.112463,0.050887,-1.010977,8.509855,1.012256
81.039189,-0.112463,0.051331,-1.010206,8.509855,1.011509
81.049190,-0.174676,0.051315,-1.008825,8.509855,1.010129
81.061484,-0.311067,0.050001,-1.006649,8.509855,1.007890
81.069189,-0.311067,0.047830,-1.005492,8.509855,1.006629
81.079189,0.155533,0.049058,-1.005437,8.509855,1.006633
81.089189,0.428315,0.051891,-1.003581,8.509855,1.004922
81.099190,0.064606,0.052116,-1.003123,8.509855,1.004476
81.111737,-0.473779,0.052385,-1.004689,8.509855,1.006054
81.119259,-0.473779,0.054540,-1.007753,8.509855,1.009228
81.129189,-0.423530,0.057634,-1.009158,8.509855,1.010803
81.139189,0.043071,0.057758,-1.009253,8.509855,1.010904
81.149189,0.057428,0.057409,-1.009521,8.509855,1.011152
81.159410,-0.244068,0.057966,-1.007980,8.509855,1.009646
81.169432,-0.260818,0.057668,-1.005940,8.509855,1.007591
81.179189,-0.397209,0.055753,-1.003620,8.509855,1.005168
81.189189,-0.105284,0.054730,-1.003167,8.509855,1.004659
81.199188,0.256032,0.056362,-1.002788,8.509855,1.004371
81.209190,0.330210,0.058208,-1.001153,8.509855,1.002844
81.219330,0.057428,0.058496,-1.000491,8.509855,1.002200
81.229189,-0.291924,0.058973,-1.002050,8.509855,1.003783
81.239189,-0.397209,0.060996,-1.004176,8.509855,1.006026
81.249189,-0.334995,0.063643,-1.004991,8.509855,1.007005
81.259189,0.062213,0.063959,-1.005075,8.509855,1.007108
81.269422,0.023928,0.063761,-1.005250,8.509855,1.007270
81.279189,-0.205783,0.063971,-1.004089,8.509855,1.006124
81.289189,-0.299103,0.063353,-1.002092,8.509855,1.004093
81.299189,-0.370888,0.061353,-1.000248,8.509855,1.002128
81.309192,-0.038285,0.060136,-0.999802,8.509855,1.001609
81.319526,0.500100,0.062304,-0.998822,8.509855,1.000764
81.329189,0.160319,0.063937,-0.997234,8.509855,0.999282
81.339189,-0.095713,0.064062,-0.997259,8.509855,0.999314
81.349189,-0.354138,0.064871,-0.999132,8.509855,1.001236
81.359190,-0.449851,0.067423,-1.001183,8.509855,1.003451
81.370615,-0.222533,0.069807,-1.001675,8.509855,1.004104
81.379189,0.148355,0.070152,-1.001750,8.509855,1.004203
81.389189,-0.220140,0.070171,-1.001405,8.509855,1.003861
81.399189,-0.215354,0.070385,-0.999697,8.509855,1.002172
81.409190,-0.277567,0.069576,-0.997924,8.509855,1.000347
81.420687,-0.239282,0.067931,-0.996712,8.509855,0.999025
81.429189,0.160319,0.067639,-0.996473,8.509855,0.998766
81.439189,0.416351,0.069412,-0.995487,8.509855,0.997904
81.449189,0.014357,0.070752,-0.993852,8.509855,0.996367
81.459189,-0.145962,0.070811,-0.994216,8.509855,0.996735
81.469189,-0.452243,0.071893,-0.995974,8.509855,0.998566
81.480237,-0.358923,0.074509,-0.997663,8.509855,1.000442
81.489189,0.081356,0.076041,-0.997919,8.509855,1.000812
81.499189,-0.095713,0.075893,-0.997901,8.509855,1.000783
81.509191,-0.234497,0.076418,-0.996857,8.509855,0.999781
81.519190,-0.229711,0.076402,-0.995012,8.509855,0.997941
81.530391,-0.244068,0.075425,-0.993414,8.509855,0.996273
81.539189,0.011964,0.074215,-0.992649,8.509855,0.995420
81.549189,0.270389,0.074811,-0.992521,8.509855,0.995336
81.559189,0.270389,0.076602,-0.991354,8.509855,0.994309
81.569189,-0.157926,0.077329,-0.990264,8.509855,0.993279
81.581991,-0.205783,0.077466,-0.991744,8.509855,0.994765
81.589516,-0.440279,0.078739,-0.993400,8.509855,0.996515
81.599189,-0.189033,0.081664,-0.994788,8.509855,0.998134
81.609189,-0.055035,0.083023,-0.994670,8.509855,0.998129
81.619189,-0.160319,0.083438,-0.994328,8.509855,0.997822
81.630903,-0.236889,0.083974,-0.992933,8.509855,0.996477
81.639189,-0.256032,0.083700,-0.991061,8.509855,0.994589
81.649189,-0.098106,0.082556,-0.989580,8.509855,0.993018
81.659189,0.131605,0.082058,-0.989337,8.509855,0.992734
81.669190,0.236889,0.083179,-0.989112,8.509855,0.992604
81.680763,0.083749,0.084411,-0.988133,8.509855,0.991731
81.689189,0.083749,0.084623,-0.987505,8.509855,0.991124
81.699188,-0.208176,0.084965,-0.989115,8.509855,0.992758
81.709189,-0.318245,0.086669,-0.990967,8.509855,0.994749
81.719188,-0.380459,0.089549,-0.991833,8.509855,0.995868
81.730996,0.026321,0.089737,-0.991800,8.509855,0.995852
81.739188,0.026321,0.089589,-0.991946,8.509855,0.995984
81.749195,-0.380459,0.090359,-0.989039,8.509855,0.993158
81.759189,-0.112463,0.090117,-0.988183,8.509855,0.992284
81.769191,-0.282353,0.088592,-0.986787,8.509855,0.990756
81.781323,0.294317,0.087952,-0.986503,8.509855,0.990416
81.789190,0.294317,0.090168,-0.985795,8.509855,0.989910
81.799189,0.306281,0.091768,-0.983993,8.509855,0.988263
81.809189,-0.145962,0.091735,-0.984714,8.509855,0.988977
81.819190,-0.191426,0.092238,-0.986094,8.509855,0.990399
81.829190,-0.401994,0.094555,-0.987958,8.509855,0.992473
81.839499,-0.229711,0.096348,-0.988246,8.509855,0.992931
81.849189,-0.002393,0.096813,-0.988160,8.509855,0.992891
81.859189,-0.160319,0.097352,-0.987364,8.509855,0.992152
81.869188,-0.184247,0.097519,-0.985965,8.509855,0.990775
81.879189,-0.294317,0.096639,-0.984045,8.509855,0.988778
81.889877,-0.153141,0.095567,-0.983227,8.509855,0.987860
81.899189,0.131605,0.096058,-0.983159,8.509855,0.987840
81.909189,0.327817,0.098020,-0.982143,8.509855,0.987023
81.919189,0.043071,0.098799,-0.981244,8.509855,0.986205
81.929189,-0.186640,0.098866,-0.982046,8.509855,0.987010
81.940202,-0.296710,0.099880,-0.983920,8.509855,0.988977
81.949188,-0.390030,0.102283,-0.985374,8.509855,0.990668
81.959188,-0.038285,0.103620,-0.985584,8.509855,0.991016
81.969189,-0.112463,0.104187,-0.985225,8.509855,0.990719
81.979189,-0.148355,0.104708,-0.984294,8.509855,0.989848
81.989862,-0.315853,0.104610,-0.982293,8.509855,0.987847
81.999189,-0.174676,0.103674,-0.980593,8.509855,0.986058
82.009191,-0.093320,0.102762,-0.980052,8.516330,0.985425
82.019189,0.181855,0.103106,-0.979891,8.516330,0.985301
82.029190,0.239282,0.104485,-0.978959,8.516330,0.984519
82.039970,-0.043071,0.104964,-0.978330,8.516330,0.983945
82.049189,-0.155533,0.105083,-0.979109,8.516330,0.984732
82.059189,-0.366102,0.106357,-0.980734,8.516330,0.986484
82.069189,-0.236889,0.108500,-0.981780,8.516330,0.987757
82.079189,-0.023928,0.109748,-0.981749,8.516330,0.987864
82.090937,-0.055035,0.109988,-0.981548,8.516330,0.987691
82.099189,-0.301496,0.110317,-0.980425,8.516330,0.986612
82.109189,-0.327817,0.109950,-0.977991,8.516330,0.984153
82.119189,-0.184247,0.108643,-0.976260,8.516330,0.982287
82.129190,0.009571,0.107848,-0.975861,8.516330,0.981803
82.142309,0.399601,0.109021,-0.975452,8.516330,0.981525
82.149898,0.021535,0.110411,-0.974513,8.516330,0.980748
82.159189,-0.066999,0.110444,-0.974527,8.516330,0.980766
82.169189,-0.346959,0.110781,-0.975557,8.516330,0.981827
82.179189,-0.311067,0.112590,-0.977525,8.516330,0.983988
82.191438,-0.138784,0.114605,-0.978192,8.516330,0.984883
82.199190,0.124427,0.115195,-0.978151,8.516330,0.984911
82.209189,-0.244068,0.114906,-0.978232,8.516330,0.984957
82.219190,-0.363709,0.115401,-0.976124,8.516330,0.982922
82.229189,-0.100499,0.114843,-0.973829,8.516330,0.980577
82.240461,-0.165105,0.114208,-0.973253,8.516330,0.979931
82.249188,0.203390,0.113302,-0.972965,8.516330,0.979540
82.259189,0.267996,0.114885,-0.972430,8.516330,0.979192
82.269189,0.014357,0.116162,-0.971059,8.516330,0.977982
82.279190,-0.244068,0.116195,-0.971206,8.516330,0.978132
82.291559,-0.311067,0.116897,-0.973073,8.516330,0.980070
82.299190,-0.332602,0.118822,-0.974637,8.516330,0.981854
82.309189,-0.332602,0.121422,-0.975028,8.516330,0.982559
82.319189,-0.038285,0.121703,-0.974914,8.516330,0.982481
82.329189,0.107677,0.121188,-0.975592,8.516330,0.983090
82.339189,-0.445065,0.121590,-0.972096,8.516330,0.979671
82.349190,-0.155533,0.121088,-0.970974,8.516330,0.978495
82.359189,-0.289532,0.119219,-0.969652,8.516330,0.976954
82.369189,0.062213,0.119709,-0.969692,8.516330,0.977053
82.379189,0.425922,0.122734,-0.968212,8.516330,0.975960
82.389189,0.078963,0.123077,-0.967690,8.516330,0.975485
82.399190,-0.069392,0.123052,-0.968238,8.516330,0.976026
82.409188,-0.430708,0.124561,-0.970894,8.516330,0.978852
82.419189,-0.363709,0.127066,-0.972435,8.516330,0.980702
82.429190,-0.198604,0.128797,-0.972493,8.516330,0.980984
82.439189,0.095713,0.128423,-0.972787,8.516330,0.981227
82.450224,-0.258425,0.129184,-0.971266,8.516330,0.979819
82.459188,-0.172283,0.129170,-0.969820,8.516330,0.978384
82.469189,-0.385244,0.127624,-0.967438,8.516330,0.975820
82.479189,-0.102891,0.126462,-0.966711,8.516330,0.974947
82.489190,0.189033,0.127376,-0.966541,8.516330,0.974898
82.500324,0.296710,0.129123,-0.965313,8.516330,0.973910
82.509195,0.007178,0.129494,-0.964798,8.516330,0.973450
82.519189,-0.208176,0.129692,-0.966009,8.516330,0.974676
82.529192,-0.232104,0.130750,-0.967451,8.516330,0.976247
82.539188,-0.339781,0.133039,-0.968395,8.516330,0.977491
82.550640,-0.031107,0.133898,-0.968409,8.516330,0.977622
82.559189,-0.023928,0.134060,-0.968287,8.516330,0.977523
82.569189,-0.215354,0.134387,-0.967193,8.516330,0.976485
82.579189,-0.325424,0.133972,-0.964983,8.516330,0.974239
82.589189,-0.294317,0.132432,-0.963118,8.516330,0.972180
82.601113,-0.040678,0.131464,-0.962642,8.516330,0.971577
82.609189,0.267996,0.132926,-0.962227,8.516330,0.971365
82.619189,0.289532,0.134576,-0.960733,8.516330,0.970113
82.629189,-0.184247,0.134784,-0.960859,8.516330,0.970266
82.639189,-0.203390,0.135143,-0.962348,8.516330,0.971791
82.651415,-0.392423,0.136848,-0.963977,8.516330,0.973642
82.659190,-0.196211,0.138875,-0.964640,8.516330,0.974586
82.669189,0.071785,0.139387,-0.964649,8.516330,0.974668
82.679189,-0.138784,0.139491,-0.964381,8.516330,0.974417
82.689190,-0.311067,0.139818,-0.962631,8.516330,0.972732
82.700970,-0.339781,0.139045,-0.960177,8.516330,0.970192
82.709189,-0.131605,0.137738,-0.958843,8.516330,0.968686
82.719189,0.153141,0.137571,-0.958664,8.516330,0.968485
82.729189,0.397209,0.139356,-0.957916,8.516330,0.968000
82.739189,0.023928,0.140814,-0.956480,8.516330,0.966790
82.752000,-0.177069,0.140846,-0.956896,8.516330,0.967206
82.759627,-0.291924,0.141571,-0.958603,8.516330,0.969001
82.769189,-0.411565,0.143698,-0.960204,8.516330,0.970897
82.779188,-0.055035,0.145856,-0.960670,8.516330,0.971680
82.789189,-0.016750,0.146193,-0.960543,8.516330,0.971605
82.799190,-0.265603,0.146480,-0.959985,8.516330,0.971096
82.809189,-0.413958,0.146655,-0.957600,8.516330,0.968765
82.819190,-0.066999,0.145682,-0.955192,8.516330,0.966238
82.829189,-0.105284,0.145174,-0.954864,8.516330,0.965837
82.839189,0.351745,0.145248,-0.954686,8.516330,0.965672
82.849193,0.224925,0.147527,-0.953580,8.516330,0.964925
82.859961,-0.198604,0.147987,-0.953248,8.516330,0.964666
82.869189,-0.126820,0.147927,-0.954747,8.516330,0.966139
82.879189,-0.339781,0.148557,-0.955781,8.516330,0.967257
82.889189,-0.220140,0.150761,-0.957103,8.516330,0.968904
82.899189,-0.045464,0.152332,-0.957135,8.516330,0.969181
82.910177,-0.160319,0.152809,-0.956794,8.516330,0.968920
82.919189,-0.399601,0.153473,-0.955448,8.516330,0.967696
82.929189,-0.193819,0.153402,-0.952489,8.516330,0.964763
82.939189,-0.244068,0.152532,-0.951169,8.516330,0.963321
82.949189,-0.244068,0.150803,-0.950311,8.516330,0.962202
82.959716,0.337388,0.152452,-0.950154,8.516330,0.962307
82.969189,0.337388,0.154638,-0.948626,8.516330,0.961148
82.979189,0.016750,0.154693,-0.948506,8.516330,0.961038
82.989189,-0.141177,0.154815,-0.949615,8.516330,0.962152
82.999188,-0.263210,0.156065,-0.951279,8.516330,0.963996
83.010841,-0.126820,0.158625,-0.952401,8.499547,0.965521
83.019189,-0.126820,0.159617,-0.952259,8.499547,0.965544
83.029189,0.057428,0.159263,-0.952543,8.499547,0.965766
83.039189,-0.354138,0.160020,-0.950264,8.499547,0.963643
83.049191,-0.308674,0.159601,-0.947815,8.499547,0.961159
83.060479,-0.172283,0.158653,-0.946659,8.499547,0.959861
83.069190,0.021535,0.158814,-0.946714,8.499547,0.959942
83.079189,0.251246,0.160530,-0.946303,8.499547,0.959822
83.089189,0.196211,0.161724,-0.945231,8.499547,0.958966
83.099191,-0.078963,0.161681,-0.945591,8.499547,0.959313
83.109951,-0.294317,0.162225,-0.947638,8.499547,0.961423
83.119190,-0.282353,0.163786,-0.949250,8.499547,0.963276
83.129189,-0.251246,0.165758,-0.949801,8.499547,0.964156
83.139189,0.009571,0.166205,-0.949786,8.499547,0.964218
83.149189,-0.129212,0.166687,-0.949209,8.499547,0.963733
83.160360,-0.313460,0.167109,-0.947132,8.499547,0.961761
83.169189,-0.232104,0.166552,-0.945217,8.499547,0.959778
83.179189,-0.193819,0.165373,-0.944124,8.499547,0.958498
83.189189,0.043071,0.165045,-0.943936,8.499547,0.958256
83.199188,0.354138,0.166774,-0.943179,8.499547,0.957810
83.209189,0.126820,0.167947,-0.941979,8.499547,0.956834
83.219189,-0.189033,0.168005,-0.942559,8.499547,0.957415
83.230980,-0.330210,0.168847,-0.944586,8.499547,0.959559
83.239189,-0.492921,0.171682,-0.946772,8.499547,0.962212
83.249189,0.004786,0.173065,-0.947219,8.499547,0.962899
83.259189,0.136391,0.172453,-0.947544,8.499547,0.963109
83.269190,-0.191426,0.172444,-0.947265,8.499547,0.962833
83.279223,-0.390030,0.172591,-0.944969,8.499547,0.960601
83.289190,-0.449851,0.171172,-0.941901,8.499547,0.957328
83.299189,-0.050249,0.169676,-0.940590,8.499547,0.955772
83.309189,0.330210,0.170796,-0.940476,8.499547,0.955859
83.319189,0.449851,0.173537,-0.939062,8.499547,0.954962
83.329193,-0.100499,0.174539,-0.938067,8.499547,0.954167
83.341380,-0.320638,0.174481,-0.940388,8.499547,0.956438
83.349190,-0.327817,0.175684,-0.942652,8.499547,0.958884
83.359189,-0.284746,0.177774,-0.943958,8.499547,0.960552
83.369189,0.066999,0.178984,-0.944152,8.499547,0.960967
83.379189,-0.023928,0.178735,-0.944242,8.499547,0.961010
83.391117,-0.437887,0.179665,-0.942195,8.499547,0.959172
83.399190,-0.325424,0.179672,-0.939064,8.499547,0.956098
83.409189,-0.275175,0.178427,-0.936984,8.499547,0.953821
83.419189,0.098106,0.177566,-0.936317,8.499547,0.953006
83.429189,0.421137,0.178967,-0.936123,8.499547,0.953077
83.439342,0.224925,0.181319,-0.934695,8.499547,0.952120
83.449190,-0.155533,0.181910,-0.933834,8.499547,0.951387
83.459190,-0.284746,0.182077,-0.935308,8.499547,0.952866
83.469189,-0.471386,0.183642,-0.937407,8.499547,0.955226
83.479189,-0.055035,0.186227,-0.938757,8.499547,0.957050
83.490614,0.081356,0.186131,-0.938840,8.499547,0.957113
83.499189,-0.208176,0.186001,-0.938794,8.499547,0.957043
83.509190,-0.358923,0.186656,-0.937125,8.499547,0.955533
83.519189,-0.232104,0.186304,-0.934433,8.499547,0.952824
83.529199,-0.246461,0.185145,-0.932991,8.499547,0.951184
83.540499,0.160319,0.184518,-0.932538,8.499547,0.950617
83.549189,0.366102,0.185956,-0.932239,8.499547,0.950605
83.559189,0.040678,0.187966,-0.930623,8.499547,0.949416
83.569189,-0.102891,0.188057,-0.930462,8.499547,0.949276
83.579189,-0.287139,0.188299,-0.931425,8.499547,0.950268
83.590523,-0.373280,0.189965,-0.933207,8.499547,0.952346
83.599189,-0.373280,0.192786,-0.934077,8.499547,0.953764
83.609189,0.007178,0.192730,-0.934090,8.499547,0.953766
83.619189,-0.136391,0.193505,-0.933340,8.499547,0.953189
83.629190,-0.272782,0.194076,-0.931260,8.499547,0.951268
83.640447,-0.339781,0.193568,-0.929508,8.499547,0.949450
83.649189,-0.339781,0.191640,-0.927637,8.499547,0.947226
83.659189,-0.062213,0.191162,-0.927522,8.499547,0.947016
